customerid,gender,seniorcitizen,partner,dependents,age,tenure,busines_loan,multiplebusinessloans,creditline,online_banking,mortgage,stocks,forex,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn_within_a_month,satisfactory_onboarding_form,preds
1854,Female,0,No,No,56,1,Yes,No,B,No,No,No,No,A,No,Electronic check,45.15,45.15,Yes,2,True
1855,Male,1,No,No,77,1,No,,B,No,No,No,Yes,A,Yes,Electronic check,43.3,43.3,Yes,3,True
1856,Male,0,Yes,Yes,44,46,Yes,No,No,,No,No online banking,No online banking,C,Yes,Mailed check,20.1,936.85,No,5,False
1857,Female,1,No,No,71,38,Yes,No,B,Yes,No,No,No,A,Yes,Credit card (automatic),57.15,2250.65,Yes,2,False
1858,Female,0,Yes,No,33,65,Yes,No,B,Yes,Yes,No,No,C,No,Credit card (automatic),58.9,3857.1,No,2,False
1859,Female,0,Yes,No,47,19,Yes,No,A,Yes,No,No,No,A,Yes,Electronic check,73.2,1441.1,Yes,5,True
1860,Male,0,No,No,28,52,Yes,No,A,No,No,No,Yes,A,Yes,Electronic check,85.35,4338.6,Yes,4,True
1861,Male,0,Yes,Yes,32,71,Yes,No,No,,No,No online banking,No online banking,C,No,Mailed check,19.45,1378.45,No,1,False
1862,Female,0,No,No,18,1,Yes,No,B,No,No,No,No,A,No,Mailed check,45.95,45.95,Yes,4,True
1863,Female,1,No,No,91,52,No,,B,No,Yes,Yes,No,A,Yes,Electronic check,50.5,2566.3,No,4,False
1864,Male,0,Yes,No,45,6,Yes,Yes,No,,No,No online banking,No online banking,B,No,Mailed check,25.1,171.0,No,2,False
1865,Female,1,Yes,No,63,26,Yes,No,B,No,No,No,Yes,B,No,Mailed check,60.7,1597.4,No,3,False
1866,Male,1,No,No,96,48,Yes,Yes,A,No,No,Yes,Yes,B,Yes,Electronic check,99.0,4744.35,No,4,False
1867,Female,0,Yes,Yes,31,64,Yes,Yes,A,Yes,Yes,Yes,Yes,B,Yes,Bank transfer (automatic),104.4,6721.6,No,4,False
1868,Female,0,No,No,30,3,Yes,No,A,No,No,Yes,No,A,No,Electronic check,83.75,247.25,Yes,5,True
1869,Male,0,No,No,23,1,Yes,No,B,No,No,No,No,A,Yes,Bank transfer (automatic),44.05,44.05,No,2,True
1870,Male,0,Yes,Yes,28,72,Yes,Yes,No,,No,No online banking,No online banking,C,No,Credit card (automatic),24.1,1734.65,No,2,False
1871,Male,0,No,No,26,1,Yes,No,B,No,No,No,No,A,Yes,Mailed check,45.55,45.55,No,4,True
1872,Female,0,Yes,Yes,23,51,Yes,Yes,A,Yes,No,No,Yes,A,Yes,Electronic check,93.8,4539.35,No,4,False
1873,Female,0,Yes,Yes,49,41,Yes,No,No,,No,No online banking,No online banking,C,No,Bank transfer (automatic),19.7,804.25,No,1,False
1874,Female,0,Yes,Yes,37,72,Yes,No,B,Yes,No,Yes,No,C,Yes,Credit card (automatic),70.65,5011.15,No,1,False
1875,Female,0,Yes,No,47,43,Yes,Yes,B,Yes,Yes,Yes,Yes,C,No,Credit card (automatic),86.45,3574.5,No,3,False
1876,Male,0,Yes,No,20,72,Yes,Yes,A,Yes,Yes,Yes,Yes,C,Yes,Credit card (automatic),114.1,8086.4,No,2,False
1877,Male,0,Yes,No,21,47,Yes,Yes,A,No,No,Yes,Yes,B,Yes,Credit card (automatic),95.2,4563.0,No,5,False
1878,Male,0,No,No,25,72,Yes,Yes,B,Yes,Yes,Yes,Yes,C,No,Credit card (automatic),88.55,6362.35,No,4,False
1879,Male,0,No,No,19,3,Yes,No,No,,No,No online banking,No online banking,A,Yes,Credit card (automatic),20.75,67.1,No,3,False
1880,Male,0,No,No,35,1,Yes,No,A,No,No,No,No,A,Yes,Electronic check,70.05,70.05,Yes,4,True
1881,Male,0,No,No,47,2,Yes,Yes,A,No,No,No,Yes,A,Yes,Electronic check,86.0,165.45,Yes,3,True
1882,Male,0,No,No,27,26,No,,B,Yes,No,No,Yes,A,Yes,Bank transfer (automatic),44.65,1156.55,No,5,False
1883,Male,0,Yes,Yes,35,29,Yes,No,B,Yes,No,No,Yes,A,Yes,Mailed check,60.2,1834.15,No,2,False
1884,Female,1,Yes,No,95,35,Yes,Yes,A,Yes,Yes,Yes,No,A,Yes,Bank transfer (automatic),100.5,3653.35,Yes,5,True
1885,Male,0,No,No,55,27,Yes,No,B,Yes,No,No,No,B,No,Bank transfer (automatic),55.45,1477.65,No,1,False
1886,Male,0,Yes,Yes,40,24,Yes,No,B,Yes,Yes,No,Yes,A,Yes,Credit card (automatic),70.3,1706.45,No,4,False
1887,Male,0,Yes,Yes,37,67,Yes,No,B,Yes,Yes,No,No,C,Yes,Bank transfer (automatic),60.4,3953.7,No,3,False
1888,Female,0,No,No,52,16,Yes,Yes,A,No,No,No,No,A,No,Electronic check,72.65,1194.3,Yes,2,True
1889,Female,0,No,No,25,23,Yes,No,B,No,No,No,No,B,No,Bank transfer (automatic),55.8,1327.85,No,1,False
1890,Male,0,No,No,53,14,No,,B,No,No,No,No,A,Yes,Mailed check,31.1,419.7,No,1,False
1891,Female,0,Yes,Yes,32,1,Yes,No,No,,No,No online banking,No online banking,A,Yes,Electronic check,21.0,21.0,Yes,4,True
1892,Female,1,No,No,70,1,Yes,No,B,No,No,No,No,A,No,Mailed check,45.1,45.1,Yes,5,True
1893,Male,1,No,No,85,4,No,,B,No,No,Yes,Yes,A,Yes,Credit card (automatic),50.95,207.35,No,5,True
1894,Male,0,No,Yes,26,16,Yes,Yes,B,Yes,No,No,Yes,A,Yes,Electronic check,69.1,1083.7,No,2,False
1895,Female,0,Yes,No,37,46,No,,B,No,No,Yes,Yes,A,Yes,Electronic check,43.95,2007.85,No,1,False
1896,Male,0,No,Yes,32,68,Yes,Yes,B,Yes,Yes,Yes,Yes,C,Yes,Bank transfer (automatic),86.5,5882.75,No,1,False
1897,Male,0,No,No,54,38,Yes,Yes,B,Yes,Yes,No,No,A,No,Electronic check,69.95,2657.55,No,4,False
1898,Male,1,Yes,No,61,30,Yes,No,B,No,No,No,No,A,Yes,Bank transfer (automatic),50.4,1527.5,Yes,2,False
1899,Female,1,No,No,75,5,Yes,No,A,No,No,No,Yes,A,No,Electronic check,78.95,378.4,Yes,3,True
1900,Male,0,No,No,18,17,Yes,No,A,No,No,No,Yes,A,Yes,Credit card (automatic),90.95,1612.2,No,2,True
1901,Male,0,Yes,Yes,39,4,Yes,No,No,,No,No online banking,No online banking,C,No,Mailed check,19.9,76.65,No,1,False
1902,Female,0,No,No,31,12,Yes,No,No,,No,No online banking,No online banking,B,No,Electronic check,20.15,260.7,No,3,False
1903,Male,0,Yes,Yes,43,72,Yes,Yes,B,Yes,Yes,Yes,Yes,C,Yes,Credit card (automatic),90.6,6441.85,No,3,False
1904,Male,0,No,No,38,3,Yes,No,A,No,No,Yes,Yes,A,Yes,Electronic check,92.0,266.8,No,2,True
1905,Male,0,No,No,53,56,Yes,Yes,A,No,Yes,No,Yes,A,Yes,Electronic check,94.45,5124.6,Yes,5,False
1906,Female,0,No,No,33,41,Yes,Yes,No,,No,No online banking,No online banking,B,Yes,Mailed check,24.85,962.25,No,4,False
1907,Male,0,No,No,35,40,No,,B,No,Yes,No,No,B,No,Credit card (automatic),36.0,1382.9,No,5,False
1908,Female,0,No,No,52,7,Yes,No,B,Yes,Yes,Yes,Yes,A,Yes,Electronic check,78.5,571.05,No,3,False
1909,Male,0,No,No,53,69,Yes,No,No,,No,No online banking,No online banking,C,No,Credit card (automatic),19.95,1399.35,No,1,False
1910,Male,0,Yes,Yes,29,7,Yes,No,No,,No,No online banking,No online banking,B,No,Mailed check,20.65,150.0,No,2,False
1911,Female,0,Yes,Yes,22,5,No,,B,No,No,No,No,A,Yes,Electronic check,30.5,167.2,No,5,True
1912,Female,0,Yes,Yes,30,72,Yes,Yes,A,Yes,Yes,Yes,No,C,No,Credit card (automatic),106.1,7657.4,No,2,False
1913,Male,0,Yes,Yes,40,44,Yes,No,No,,No,No online banking,No online banking,B,Yes,Bank transfer (automatic),20.5,865.05,No,1,False
1914,Female,0,No,No,22,65,Yes,Yes,A,No,No,Yes,No,B,Yes,Electronic check,95.5,6153.85,No,4,False
1915,Female,0,No,No,24,3,Yes,Yes,B,No,Yes,Yes,No,A,No,Electronic check,64.6,174.2,No,2,False
1916,Male,0,No,No,21,24,Yes,No,B,No,Yes,No,No,A,Yes,Credit card (automatic),51.1,1269.6,No,5,False
1917,Female,0,No,No,29,44,Yes,Yes,A,No,No,No,No,A,Yes,Bank transfer (automatic),84.8,3862.55,Yes,2,True
1918,Female,1,Yes,No,74,72,Yes,Yes,B,Yes,Yes,Yes,Yes,C,No,Credit card (automatic),89.1,6352.4,No,5,False
1919,Male,0,No,No,48,24,Yes,No,B,Yes,Yes,No,No,A,No,Electronic check,54.95,1348.5,No,4,False
1920,Male,0,No,No,26,1,Yes,No,B,No,No,No,No,A,No,Mailed check,50.9,50.9,Yes,5,True
1921,Male,0,Yes,No,27,22,Yes,No,No,,No,No online banking,No online banking,A,Yes,Bank transfer (automatic),20.45,471.55,No,4,False
1922,Male,0,Yes,Yes,19,70,Yes,Yes,B,No,Yes,Yes,Yes,C,Yes,Credit card (automatic),85.95,5931.75,No,4,False
1923,Male,0,Yes,Yes,20,25,Yes,Yes,B,No,No,Yes,No,A,No,Electronic check,60.35,1404.65,No,1,False
1924,Male,0,Yes,Yes,50,37,Yes,No,No,,No,No online banking,No online banking,C,No,Bank transfer (automatic),19.8,726.1,No,5,False
1925,Female,1,Yes,Yes,100,22,Yes,Yes,A,No,No,Yes,No,A,No,Bank transfer (automatic),85.35,1961.6,No,1,True
1926,Female,0,Yes,Yes,36,59,Yes,Yes,B,No,Yes,Yes,No,C,Yes,Bank transfer (automatic),72.1,4194.85,No,2,False
1927,Male,0,Yes,Yes,39,49,Yes,Yes,A,No,No,Yes,Yes,A,Yes,Electronic check,99.8,4872.45,Yes,3,True
1928,Male,0,Yes,Yes,29,47,Yes,Yes,A,No,Yes,Yes,Yes,A,Yes,Bank transfer (automatic),107.35,5118.95,Yes,4,True
1929,Female,0,Yes,Yes,19,31,Yes,No,No,,No,No online banking,No online banking,A,Yes,Mailed check,19.55,658.95,Yes,1,False
1930,Male,0,Yes,Yes,53,1,Yes,No,A,No,No,No,Yes,A,Yes,Electronic check,81.05,81.05,No,2,True
1931,Male,0,No,No,44,3,Yes,No,No,,No,No online banking,No online banking,A,Yes,Electronic check,20.5,76.95,No,4,False
1932,Female,0,Yes,No,45,53,Yes,Yes,A,No,Yes,Yes,Yes,B,Yes,Bank transfer (automatic),111.8,5809.75,No,3,False
1933,Male,0,No,No,25,1,Yes,No,No,,No,No online banking,No online banking,A,No,Mailed check,20.2,20.2,No,1,True
1934,Male,0,No,No,43,20,Yes,No,No,,No,No online banking,No online banking,B,Yes,Mailed check,19.7,415.9,No,5,False
1935,Female,0,No,No,34,3,Yes,No,A,Yes,No,No,No,A,Yes,Electronic check,79.1,246.5,Yes,4,True
1936,Female,0,No,No,19,51,Yes,No,No,,No,No online banking,No online banking,B,Yes,Bank transfer (automatic),19.85,996.95,No,4,False
1937,Female,0,Yes,No,42,51,Yes,No,B,Yes,Yes,No,No,B,Yes,Bank transfer (automatic),60.5,3145.15,No,2,False
1938,Female,0,Yes,Yes,41,13,Yes,No,No,,No,No online banking,No online banking,C,No,Mailed check,19.55,265.3,No,5,False
1939,Female,0,No,No,21,1,Yes,No,No,,No,No online banking,No online banking,A,No,Mailed check,20.9,20.9,No,1,True
1940,Male,0,No,Yes,59,1,Yes,No,No,,No,No online banking,No online banking,A,Yes,Mailed check,21.05,21.05,No,5,True
1941,Male,0,No,No,50,63,Yes,Yes,B,Yes,Yes,No,No,B,No,Electronic check,71.5,4576.3,No,4,False
1942,Male,0,No,No,50,3,Yes,No,B,No,No,No,Yes,A,No,Mailed check,54.65,189.1,No,4,True
1943,Male,0,No,No,33,46,Yes,No,No,,No,No online banking,No online banking,C,No,Credit card (automatic),19.2,908.15,No,4,False
1944,Male,0,No,No,51,1,Yes,Yes,B,No,No,No,No,A,Yes,Credit card (automatic),49.8,49.8,No,1,True
1945,Male,0,No,Yes,24,8,No,,B,No,No,No,No,A,No,Mailed check,25.5,215.2,Yes,5,False
1946,Female,0,Yes,Yes,40,71,Yes,No,No,,No,No online banking,No online banking,C,No,Bank transfer (automatic),20.5,1500.95,No,3,False
1947,Male,0,Yes,Yes,37,55,Yes,Yes,A,No,No,Yes,No,A,Yes,Credit card (automatic),90.4,5099.15,No,4,False
1948,Female,0,No,No,36,70,Yes,Yes,A,No,Yes,No,No,B,Yes,Bank transfer (automatic),90.25,6385.95,No,3,False
1949,Female,0,No,No,42,2,Yes,No,A,No,No,No,Yes,A,No,Electronic check,80.75,159.45,Yes,2,True
1950,Male,0,Yes,Yes,26,67,Yes,Yes,A,Yes,Yes,Yes,Yes,C,No,Bank transfer (automatic),104.6,6885.75,No,2,False
1951,Male,0,Yes,No,50,65,Yes,Yes,A,No,No,Yes,No,A,Yes,Bank transfer (automatic),91.85,5940.85,Yes,2,False
1952,Male,0,Yes,No,41,14,Yes,No,B,No,No,No,No,A,No,Credit card (automatic),50.2,668.85,No,1,False
1953,Female,0,Yes,Yes,23,20,Yes,Yes,A,No,Yes,No,Yes,A,Yes,Bank transfer (automatic),95.5,1916.2,No,4,False
1954,Male,0,No,Yes,53,1,Yes,No,A,No,No,No,No,A,Yes,Electronic check,75.35,75.35,Yes,1,True
1955,Male,0,No,No,37,1,Yes,Yes,A,No,No,No,No,A,Yes,Electronic check,75.45,75.45,Yes,3,True
1956,Female,0,Yes,Yes,33,49,Yes,Yes,A,No,No,Yes,Yes,A,Yes,Bank transfer (automatic),95.4,4613.95,No,3,True
1957,Female,0,No,No,38,72,Yes,Yes,A,Yes,No,Yes,No,C,Yes,Bank transfer (automatic),101.3,7261.25,No,3,False
1958,Female,0,Yes,No,19,46,Yes,Yes,B,Yes,No,No,No,A,No,Electronic check,53.1,2459.8,No,4,False
1959,Male,0,No,No,55,24,Yes,Yes,A,No,No,No,No,A,Yes,Bank transfer (automatic),84.85,2048.8,No,5,True
1960,Female,0,Yes,Yes,18,5,No,,B,No,Yes,No,No,A,No,Electronic check,34.25,163.55,No,4,True
1961,Female,0,Yes,Yes,20,33,Yes,Yes,A,No,Yes,No,No,A,No,Credit card (automatic),88.6,2888.7,No,2,False
1962,Female,0,No,No,30,42,Yes,Yes,B,Yes,No,No,No,B,Yes,Bank transfer (automatic),60.15,2421.6,No,5,False
1963,Male,0,No,No,20,23,Yes,No,A,Yes,No,Yes,Yes,B,Yes,Credit card (automatic),99.95,2292.75,No,1,False
1964,Male,0,No,No,42,8,Yes,No,A,No,No,No,No,A,No,Bank transfer (automatic),70.7,553.4,No,3,True
1965,Male,0,No,No,40,66,Yes,No,B,Yes,No,No,No,B,Yes,Mailed check,54.8,3465.7,No,4,False
1966,Male,0,No,No,19,24,Yes,No,B,Yes,No,No,No,A,Yes,Bank transfer (automatic),49.55,1210.4,Yes,2,False
1967,Male,1,No,No,69,24,Yes,Yes,B,No,No,No,No,A,No,Credit card (automatic),54.8,1291.3,No,4,False
1968,Male,0,No,No,31,69,Yes,Yes,B,Yes,Yes,No,Yes,B,Yes,Credit card (automatic),78.6,5356.45,Yes,4,False
1969,Female,0,No,No,34,53,Yes,No,A,No,No,Yes,Yes,B,Yes,Mailed check,100.3,5200.8,No,1,False
1970,Female,0,No,No,53,60,No,,B,Yes,No,Yes,Yes,C,No,Electronic check,53.6,3237.05,No,5,False
1971,Female,0,Yes,No,18,7,Yes,No,A,No,No,Yes,No,A,Yes,Electronic check,81.1,576.65,Yes,3,True
1972,Female,0,No,No,22,20,Yes,No,No,,No,No online banking,No online banking,B,Yes,Credit card (automatic),19.35,433.75,No,2,False
1973,Female,0,Yes,Yes,44,23,Yes,Yes,A,No,No,No,Yes,A,No,Electronic check,85.6,1868.4,No,1,True
1974,Male,0,Yes,Yes,44,72,Yes,No,B,Yes,Yes,Yes,Yes,C,Yes,Electronic check,80.8,5728.55,No,4,False
1975,Male,0,Yes,No,38,11,Yes,Yes,A,No,No,No,No,A,Yes,Electronic check,74.95,825.7,Yes,4,True
1976,Male,0,No,No,33,21,Yes,No,No,,No,No online banking,No online banking,C,No,Mailed check,19.6,390.4,No,1,False
1977,Male,1,No,No,69,1,Yes,Yes,A,No,No,Yes,Yes,A,Yes,Electronic check,93.55,93.55,Yes,4,True
1978,Male,1,No,No,74,31,Yes,Yes,A,No,No,Yes,No,A,Yes,Electronic check,90.7,2845.15,No,1,True
1979,Female,0,No,No,29,57,Yes,No,B,No,Yes,Yes,No,C,No,Mailed check,69.75,3894.4,No,5,False
1980,Female,0,Yes,Yes,38,45,Yes,No,No,,No,No online banking,No online banking,C,Yes,Bank transfer (automatic),20.0,886.4,No,3,False
1981,Male,0,No,No,52,10,Yes,Yes,A,No,No,No,Yes,A,Yes,Electronic check,95.25,1021.55,No,3,True
1982,Female,0,Yes,No,40,58,Yes,Yes,A,No,Yes,Yes,Yes,A,Yes,Credit card (automatic),102.1,5885.4,Yes,3,False
1983,Male,0,No,Yes,23,14,Yes,No,No,,No,No online banking,No online banking,A,No,Mailed check,19.95,268.4,No,2,False
1984,Male,0,Yes,No,38,27,Yes,Yes,B,Yes,Yes,Yes,Yes,B,No,Mailed check,80.85,2204.35,No,3,False
1985,Female,0,Yes,Yes,58,14,Yes,Yes,A,No,No,No,Yes,A,Yes,Bank transfer (automatic),90.9,1259.0,Yes,3,True
1986,Female,0,Yes,Yes,38,12,No,,B,No,No,No,No,A,No,Mailed check,29.2,309.1,Yes,1,False
1987,Female,0,Yes,Yes,19,69,Yes,Yes,A,No,Yes,No,Yes,C,Yes,Bank transfer (automatic),93.3,6398.05,No,5,False
1988,Female,0,Yes,Yes,49,25,Yes,No,A,No,No,Yes,No,A,Yes,Bank transfer (automatic),89.15,2257.75,Yes,2,True
1989,Male,1,Yes,No,62,58,Yes,Yes,A,Yes,No,Yes,Yes,B,Yes,Electronic check,108.85,6287.25,Yes,4,True
1990,Female,0,Yes,Yes,23,35,No,,B,Yes,Yes,Yes,No,C,Yes,Credit card (automatic),46.35,1662.05,No,3,False
1991,Female,1,No,No,66,16,Yes,Yes,A,No,No,Yes,No,A,Yes,Electronic check,84.75,1350.15,Yes,1,True
1992,Male,0,Yes,Yes,43,45,Yes,Yes,B,No,No,Yes,Yes,B,No,Credit card (automatic),78.75,3600.65,No,2,False
1993,Female,0,No,No,58,17,Yes,No,A,No,No,Yes,No,A,Yes,Electronic check,83.55,1329.15,No,5,True
1994,Female,0,Yes,Yes,26,1,Yes,No,B,No,No,No,No,A,Yes,Electronic check,45.7,45.7,Yes,3,True
1995,Male,0,No,No,28,22,Yes,No,No,,No,No online banking,No online banking,B,No,Mailed check,19.6,422.5,No,1,False
1996,Female,1,No,No,68,1,Yes,No,A,No,No,No,No,A,Yes,Electronic check,69.95,69.95,Yes,1,True
1997,Male,0,Yes,Yes,49,67,Yes,No,B,Yes,Yes,No,Yes,C,No,Mailed check,67.85,4627.65,No,4,False
1998,Female,0,Yes,Yes,47,67,Yes,Yes,A,No,Yes,Yes,Yes,C,Yes,Bank transfer (automatic),105.65,6717.9,No,5,False
1999,Female,0,Yes,No,28,2,No,,B,No,No,Yes,Yes,A,No,Electronic check,44.6,97.1,Yes,5,True
2000,Male,0,No,No,26,23,Yes,Yes,A,No,No,No,No,A,Yes,Electronic check,74.95,1710.45,Yes,4,True
2001,Female,1,No,No,87,9,Yes,No,A,No,No,No,No,A,No,Credit card (automatic),75.5,637.4,No,4,True
2002,Female,0,No,No,26,5,Yes,No,No,,No,No online banking,No online banking,A,No,Mailed check,20.15,117.95,No,5,False
2003,Male,0,No,No,35,54,No,,B,Yes,Yes,Yes,No,C,No,Credit card (automatic),45.2,2460.55,No,4,False
2004,Female,0,No,No,25,57,Yes,No,A,No,No,Yes,Yes,C,Yes,Electronic check,95.25,5464.65,Yes,2,False
2005,Male,0,No,No,46,24,Yes,Yes,A,No,No,Yes,No,A,Yes,Mailed check,89.85,2165.05,Yes,5,True
2006,Female,0,Yes,Yes,52,49,Yes,Yes,A,No,No,Yes,Yes,B,No,Mailed check,100.45,4941.8,Yes,4,False
2007,Male,0,No,No,20,5,Yes,Yes,B,No,No,No,No,A,No,Electronic check,47.15,223.15,Yes,1,True
2008,Male,0,No,No,31,2,Yes,No,A,No,No,No,Yes,A,Yes,Electronic check,80.2,181.1,Yes,5,True
2009,Female,0,No,Yes,27,4,Yes,Yes,A,No,Yes,No,No,A,Yes,Mailed check,87.1,341.45,Yes,5,True
2010,Male,0,Yes,Yes,48,70,Yes,Yes,B,Yes,Yes,Yes,No,C,Yes,Bank transfer (automatic),79.25,5731.85,No,2,False
2011,Male,0,No,No,21,5,Yes,Yes,A,No,No,No,No,A,Yes,Bank transfer (automatic),75.9,357.75,Yes,1,True
2012,Male,0,Yes,Yes,54,53,Yes,Yes,B,Yes,Yes,Yes,Yes,A,No,Electronic check,85.7,4616.1,No,1,False
2013,Female,0,Yes,No,44,47,Yes,Yes,A,Yes,No,Yes,No,A,Yes,Electronic check,98.75,4533.7,Yes,4,True
2014,Female,0,No,Yes,29,31,Yes,No,No,,No,No online banking,No online banking,B,No,Credit card (automatic),20.1,589.25,No,3,False
2015,Male,0,Yes,Yes,58,13,Yes,No,B,No,Yes,No,No,A,No,Bank transfer (automatic),61.8,750.1,No,3,False
2016,Female,0,Yes,Yes,18,28,Yes,Yes,B,No,No,No,No,A,No,Mailed check,49.9,1410.25,No,5,False
2017,Female,0,No,No,52,10,Yes,Yes,A,No,No,No,Yes,A,No,Electronic check,86.45,830.85,Yes,1,True
2018,Male,0,Yes,No,23,38,Yes,No,No,,No,No online banking,No online banking,C,No,Bank transfer (automatic),20.4,743.5,No,3,False
2019,Female,0,No,No,33,1,Yes,No,B,No,No,No,No,A,Yes,Mailed check,45.3,45.3,Yes,4,True
2020,Male,0,Yes,No,42,67,Yes,Yes,A,No,No,Yes,Yes,B,No,Electronic check,104.1,7040.85,Yes,3,False
2021,Male,0,Yes,No,24,52,Yes,No,B,Yes,No,Yes,Yes,B,Yes,Mailed check,75.4,3865.45,No,5,False
2022,Male,0,Yes,Yes,54,62,Yes,No,A,Yes,Yes,Yes,Yes,C,No,Mailed check,108.15,6825.65,No,1,False
2023,Female,0,No,No,30,16,Yes,No,A,No,No,No,Yes,A,Yes,Electronic check,86.25,1340.1,No,3,True
2024,Female,1,Yes,No,86,5,Yes,Yes,A,No,No,No,No,A,Yes,Electronic check,81.0,371.65,Yes,5,True
2025,Male,0,No,No,28,12,Yes,No,A,No,No,Yes,Yes,B,No,Electronic check,95.7,1184.0,No,1,True
2026,Female,0,Yes,Yes,42,72,Yes,Yes,A,Yes,Yes,Yes,Yes,C,Yes,Bank transfer (automatic),116.85,8477.7,No,4,False
2027,Male,1,No,No,81,71,Yes,Yes,A,No,Yes,Yes,Yes,B,No,Bank transfer (automatic),105.75,7382.85,No,1,False
2028,Female,0,Yes,No,27,24,Yes,No,No,,No,No online banking,No online banking,B,No,Mailed check,20.15,456.85,No,4,False
2029,Female,0,No,No,54,15,Yes,No,No,,No,No online banking,No online banking,C,No,Mailed check,19.6,331.6,No,4,False
2030,Male,0,Yes,No,53,67,Yes,No,A,Yes,No,No,Yes,B,Yes,Credit card (automatic),90.6,6056.15,Yes,5,False
2031,Male,0,No,Yes,56,2,Yes,Yes,B,Yes,No,No,No,A,No,Bank transfer (automatic),60.95,134.6,No,3,False
2032,Female,0,Yes,Yes,38,5,No,,B,No,No,No,No,A,No,Mailed check,25.05,125.5,No,5,True
2033,Female,0,Yes,No,59,15,Yes,No,A,No,No,Yes,Yes,A,No,Electronic check,88.15,1390.6,Yes,3,True
2034,Male,0,No,No,32,1,Yes,No,No,,No,No online banking,No online banking,A,Yes,Mailed check,20.2,20.2,Yes,5,True
2035,Male,0,Yes,Yes,44,41,Yes,No,B,Yes,No,No,No,B,Yes,Bank transfer (automatic),60.3,2511.3,No,4,False
2036,Female,0,No,Yes,48,43,Yes,No,B,Yes,No,No,Yes,A,Yes,Electronic check,63.95,2737.05,No,4,False
2037,Male,1,Yes,No,90,1,Yes,Yes,A,No,No,No,No,A,No,Electronic check,74.3,74.3,No,5,True
2038,Female,1,No,No,98,1,Yes,No,A,No,No,No,No,A,Yes,Mailed check,70.6,70.6,No,3,True
2039,Female,0,Yes,Yes,46,26,Yes,No,A,No,No,Yes,Yes,A,Yes,Electronic check,90.8,2361.8,Yes,2,True
2040,Male,0,No,No,27,22,Yes,Yes,A,No,No,No,No,A,Yes,Electronic check,79.35,1730.35,Yes,5,True
2041,Male,0,Yes,No,44,71,Yes,Yes,B,Yes,Yes,Yes,Yes,C,No,Bank transfer (automatic),90.55,6404.0,No,1,False
2042,Male,0,No,No,28,7,Yes,No,No,,No,No online banking,No online banking,C,No,Mailed check,19.45,165.35,No,1,False
2043,Female,1,No,No,95,28,Yes,Yes,B,No,Yes,No,No,A,No,Bank transfer (automatic),64.45,1867.6,No,2,False
2044,Male,1,No,No,93,16,Yes,No,A,No,No,No,No,A,No,Electronic check,69.65,1043.3,No,1,True
2045,Male,0,No,No,22,7,Yes,No,No,,No,No online banking,No online banking,B,No,Mailed check,19.5,128.6,No,3,False
2046,Female,0,No,No,41,69,Yes,Yes,A,No,Yes,Yes,Yes,C,Yes,Bank transfer (automatic),110.5,7455.45,No,1,False
2047,Female,0,No,Yes,41,1,No,,B,No,No,No,No,A,No,Mailed check,24.7,24.7,No,2,True
2048,Male,0,No,No,39,3,Yes,No,B,Yes,No,Yes,Yes,A,Yes,Electronic check,77.4,206.15,No,1,True
2049,Male,1,No,No,74,21,Yes,No,A,No,No,Yes,Yes,A,Yes,Bank transfer (automatic),96.8,2030.3,Yes,5,True
2050,Female,0,Yes,No,34,69,Yes,Yes,A,No,No,No,No,A,Yes,Bank transfer (automatic),85.4,5869.4,No,5,False
2051,Female,0,Yes,No,34,71,No,,B,Yes,Yes,No,No,C,Yes,Bank transfer (automatic),47.6,3377.8,No,4,False
2052,Female,0,Yes,Yes,27,69,Yes,No,No,,No,No online banking,No online banking,C,No,Mailed check,19.4,1346.2,No,5,False
2053,Female,0,No,No,31,48,Yes,Yes,A,No,Yes,Yes,Yes,A,Yes,Electronic check,103.85,4946.05,No,3,True
2054,Male,0,Yes,No,59,47,Yes,Yes,A,No,No,No,No,A,Yes,Bank transfer (automatic),83.35,4065.0,Yes,5,False
2055,Female,0,No,No,59,2,Yes,Yes,B,No,No,No,No,A,Yes,Electronic check,49.4,106.55,Yes,1,True
2056,Male,0,No,No,50,45,Yes,Yes,A,Yes,Yes,Yes,Yes,A,Yes,Credit card (automatic),108.45,4964.7,No,5,False
2057,Male,0,No,No,39,51,Yes,Yes,A,No,No,No,No,A,No,Bank transfer (automatic),81.0,4085.75,No,2,False
2058,Female,0,Yes,No,37,22,Yes,Yes,B,Yes,Yes,Yes,Yes,A,Yes,Electronic check,79.2,1742.75,Yes,2,False
2059,Male,0,No,No,36,72,Yes,Yes,B,Yes,Yes,Yes,Yes,C,No,Bank transfer (automatic),86.65,6224.8,No,2,False
2060,Male,0,Yes,Yes,40,37,Yes,Yes,A,No,No,Yes,No,A,Yes,Electronic check,92.95,3415.25,No,4,True
2061,Male,0,Yes,Yes,51,71,Yes,Yes,B,Yes,Yes,Yes,Yes,C,No,Electronic check,90.35,6325.25,No,2,False
2062,Male,0,Yes,Yes,49,7,Yes,No,B,No,No,No,No,A,No,Electronic check,48.7,340.25,Yes,3,True
2063,Female,0,No,No,32,66,Yes,Yes,No,,No,No online banking,No online banking,C,Yes,Credit card (automatic),25.15,1683.6,No,2,False
